Max profit 3333
 at price 1: 967, price 2: 934
Price 1 = 900, Profit 1: 100, Volume 1: 0, Price 2: 901 Profit 2: 99, Volume 2: 1, Total Profit: 99
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 927 Profit 2: 73, Volume 2: 25, Total Profit: 2021
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 928 Profit 2: 72, Volume 2: 26, Total Profit: 2068
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 929 Profit 2: 71, Volume 2: 27, Total Profit: 2113
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 930 Profit 2: 70, Volume 2: 28, Total Profit: 2156
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 931 Profit 2: 69, Volume 2: 29, Total Profit: 2197
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 932 Profit 2: 68, Volume 2: 30, Total Profit: 2236
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 933 Profit 2: 67, Volume 2: 31, Total Profit: 2273
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 934 Profit 2: 66, Volume 2: 32, Total Profit: 2308
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 935 Profit 2: 65, Volume 2: 33, Total Profit: 2341
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 936 Profit 2: 64, Volume 2: 34, Total Profit: 2372
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 937 Profit 2: 63, Volume 2: 35, Total Profit: 2401
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 938 Profit 2: 62, Volume 2: 36, Total Profit: 2428
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 939 Profit 2: 61, Volume 2: 37, Total Profit: 2453
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 940 Profit 2: 60, Volume 2: 38, Total Profit: 2476
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 941 Profit 2: 59, Volume 2: 39, Total Profit: 2497
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 942 Profit 2: 58, Volume 2: 40, Total Profit: 2516
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 943 Profit 2: 57, Volume 2: 41, Total Profit: 2533
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 944 Profit 2: 56, Volume 2: 42, Total Profit: 2548
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 945 Profit 2: 55, Volume 2: 43, Total Profit: 2561
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 946 Profit 2: 54, Volume 2: 44, Total Profit: 2572
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 947 Profit 2: 53, Volume 2: 45, Total Profit: 2581
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 948 Profit 2: 52, Volume 2: 46, Total Profit: 2588
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 949 Profit 2: 51, Volume 2: 47, Total Profit: 2593
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 950 Profit 2: 50, Volume 2: 48, Total Profit: 2596
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 951 Profit 2: 49, Volume 2: 49, Total Profit: 2597
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 952 Profit 2: 48, Volume 2: 50, Total Profit: 2596
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 953 Profit 2: 47, Volume 2: 51, Total Profit: 2593
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 954 Profit 2: 46, Volume 2: 52, Total Profit: 2588
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 955 Profit 2: 45, Volume 2: 53, Total Profit: 2581
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 956 Profit 2: 44, Volume 2: 54, Total Profit: 2572
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 957 Profit 2: 43, Volume 2: 55, Total Profit: 2561
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 958 Profit 2: 42, Volume 2: 56, Total Profit: 2548
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 959 Profit 2: 41, Volume 2: 57, Total Profit: 2533
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 960 Profit 2: 40, Volume 2: 58, Total Profit: 2516
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 961 Profit 2: 39, Volume 2: 59, Total Profit: 2497
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 962 Profit 2: 38, Volume 2: 60, Total Profit: 2476
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 963 Profit 2: 37, Volume 2: 61, Total Profit: 2453
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 964 Profit 2: 36, Volume 2: 62, Total Profit: 2428
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 965 Profit 2: 35, Volume 2: 63, Total Profit: 2401
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 966 Profit 2: 34, Volume 2: 64, Total Profit: 2372
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 967 Profit 2: 33, Volume 2: 65, Total Profit: 2341
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 968 Profit 2: 32, Volume 2: 66, Total Profit: 2308
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 969 Profit 2: 31, Volume 2: 67, Total Profit: 2273
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 970 Profit 2: 30, Volume 2: 68, Total Profit: 2236
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 971 Profit 2: 29, Volume 2: 69, Total Profit: 2197
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 972 Profit 2: 28, Volume 2: 70, Total Profit: 2156
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 973 Profit 2: 27, Volume 2: 71, Total Profit: 2113
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 974 Profit 2: 26, Volume 2: 72, Total Profit: 2068
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 975 Profit 2: 25, Volume 2: 73, Total Profit: 2021
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 976 Profit 2: 24, Volume 2: 74, Total Profit: 1972
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 977 Profit 2: 23, Volume 2: 75, Total Profit: 1921
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 978 Profit 2: 22, Volume 2: 76, Total Profit: 1868
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 979 Profit 2: 21, Volume 2: 77, Total Profit: 1813
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 980 Profit 2: 20, Volume 2: 78, Total Profit: 1756
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 981 Profit 2: 19, Volume 2: 79, Total Profit: 1697
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 982 Profit 2: 18, Volume 2: 80, Total Profit: 1636
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 983 Profit 2: 17, Volume 2: 81, Total Profit: 1573
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 984 Profit 2: 16, Volume 2: 82, Total Profit: 1508
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 985 Profit 2: 15, Volume 2: 83, Total Profit: 1441
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 986 Profit 2: 14, Volume 2: 84, Total Profit: 1372
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 987 Profit 2: 13, Volume 2: 85, Total Profit: 1301
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 988 Profit 2: 12, Volume 2: 86, Total Profit: 1228
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 989 Profit 2: 11, Volume 2: 87, Total Profit: 1153
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 990 Profit 2: 10, Volume 2: 88, Total Profit: 1076
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 991 Profit 2: 9, Volume 2: 89, Total Profit: 997
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 992 Profit 2: 8, Volume 2: 90, Total Profit: 916
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 993 Profit 2: 7, Volume 2: 91, Total Profit: 833
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 994 Profit 2: 6, Volume 2: 92, Total Profit: 748
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 995 Profit 2: 5, Volume 2: 93, Total Profit: 661
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 996 Profit 2: 4, Volume 2: 94, Total Profit: 572
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 997 Profit 2: 3, Volume 2: 95, Total Profit: 481
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 998 Profit 2: 2, Volume 2: 96, Total Profit: 388
Price 1 = 902, Profit 1: 98, Volume 1: 2, Price 2: 999 Profit 2: 1, Volume 2: 97, Total Profit: 293
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 904 Profit 2: 96, Volume 2: 1, Total Profit: 387
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 905 Profit 2: 95, Volume 2: 2, Total Profit: 481
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 906 Profit 2: 94, Volume 2: 3, Total Profit: 573
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 907 Profit 2: 93, Volume 2: 4, Total Profit: 663
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 908 Profit 2: 92, Volume 2: 5, Total Profit: 751
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 909 Profit 2: 91, Volume 2: 6, Total Profit: 837
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 910 Profit 2: 90, Volume 2: 7, Total Profit: 921
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 911 Profit 2: 89, Volume 2: 8, Total Profit: 1003
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 912 Profit 2: 88, Volume 2: 9, Total Profit: 1083
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 913 Profit 2: 87, Volume 2: 10, Total Profit: 1161
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 914 Profit 2: 86, Volume 2: 11, Total Profit: 1237
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 915 Profit 2: 85, Volume 2: 12, Total Profit: 1311
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 916 Profit 2: 84, Volume 2: 13, Total Profit: 1383
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 917 Profit 2: 83, Volume 2: 14, Total Profit: 1453
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 918 Profit 2: 82, Volume 2: 15, Total Profit: 1521
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 919 Profit 2: 81, Volume 2: 16, Total Profit: 1587
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 920 Profit 2: 80, Volume 2: 17, Total Profit: 1651
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 921 Profit 2: 79, Volume 2: 18, Total Profit: 1713
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 922 Profit 2: 78, Volume 2: 19, Total Profit: 1773
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 923 Profit 2: 77, Volume 2: 20, Total Profit: 1831
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 924 Profit 2: 76, Volume 2: 21, Total Profit: 1887
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 925 Profit 2: 75, Volume 2: 22, Total Profit: 1941
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 926 Profit 2: 74, Volume 2: 23, Total Profit: 1993
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 927 Profit 2: 73, Volume 2: 24, Total Profit: 2043
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 928 Profit 2: 72, Volume 2: 25, Total Profit: 2091
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 929 Profit 2: 71, Volume 2: 26, Total Profit: 2137
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 930 Profit 2: 70, Volume 2: 27, Total Profit: 2181
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 931 Profit 2: 69, Volume 2: 28, Total Profit: 2223
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 932 Profit 2: 68, Volume 2: 29, Total Profit: 2263
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 933 Profit 2: 67, Volume 2: 30, Total Profit: 2301
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 934 Profit 2: 66, Volume 2: 31, Total Profit: 2337
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 935 Profit 2: 65, Volume 2: 32, Total Profit: 2371
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 936 Profit 2: 64, Volume 2: 33, Total Profit: 2403
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 937 Profit 2: 63, Volume 2: 34, Total Profit: 2433
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 938 Profit 2: 62, Volume 2: 35, Total Profit: 2461
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 939 Profit 2: 61, Volume 2: 36, Total Profit: 2487
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 940 Profit 2: 60, Volume 2: 37, Total Profit: 2511
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 941 Profit 2: 59, Volume 2: 38, Total Profit: 2533
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 942 Profit 2: 58, Volume 2: 39, Total Profit: 2553
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 943 Profit 2: 57, Volume 2: 40, Total Profit: 2571
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 944 Profit 2: 56, Volume 2: 41, Total Profit: 2587
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 945 Profit 2: 55, Volume 2: 42, Total Profit: 2601
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 946 Profit 2: 54, Volume 2: 43, Total Profit: 2613
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 947 Profit 2: 53, Volume 2: 44, Total Profit: 2623
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 948 Profit 2: 52, Volume 2: 45, Total Profit: 2631
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 949 Profit 2: 51, Volume 2: 46, Total Profit: 2637
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 950 Profit 2: 50, Volume 2: 47, Total Profit: 2641
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 951 Profit 2: 49, Volume 2: 48, Total Profit: 2643
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 952 Profit 2: 48, Volume 2: 49, Total Profit: 2643
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 953 Profit 2: 47, Volume 2: 50, Total Profit: 2641
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 954 Profit 2: 46, Volume 2: 51, Total Profit: 2637
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 955 Profit 2: 45, Volume 2: 52, Total Profit: 2631
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 956 Profit 2: 44, Volume 2: 53, Total Profit: 2623
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 957 Profit 2: 43, Volume 2: 54, Total Profit: 2613
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 958 Profit 2: 42, Volume 2: 55, Total Profit: 2601
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 959 Profit 2: 41, Volume 2: 56, Total Profit: 2587
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 960 Profit 2: 40, Volume 2: 57, Total Profit: 2571
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 961 Profit 2: 39, Volume 2: 58, Total Profit: 2553
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 962 Profit 2: 38, Volume 2: 59, Total Profit: 2533
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 963 Profit 2: 37, Volume 2: 60, Total Profit: 2511
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 964 Profit 2: 36, Volume 2: 61, Total Profit: 2487
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 965 Profit 2: 35, Volume 2: 62, Total Profit: 2461
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 966 Profit 2: 34, Volume 2: 63, Total Profit: 2433
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 967 Profit 2: 33, Volume 2: 64, Total Profit: 2403
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 968 Profit 2: 32, Volume 2: 65, Total Profit: 2371
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 969 Profit 2: 31, Volume 2: 66, Total Profit: 2337
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 970 Profit 2: 30, Volume 2: 67, Total Profit: 2301
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 971 Profit 2: 29, Volume 2: 68, Total Profit: 2263
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 972 Profit 2: 28, Volume 2: 69, Total Profit: 2223
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 973 Profit 2: 27, Volume 2: 70, Total Profit: 2181
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 974 Profit 2: 26, Volume 2: 71, Total Profit: 2137
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 975 Profit 2: 25, Volume 2: 72, Total Profit: 2091
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 976 Profit 2: 24, Volume 2: 73, Total Profit: 2043
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 977 Profit 2: 23, Volume 2: 74, Total Profit: 1993
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 978 Profit 2: 22, Volume 2: 75, Total Profit: 1941
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 979 Profit 2: 21, Volume 2: 76, Total Profit: 1887
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 980 Profit 2: 20, Volume 2: 77, Total Profit: 1831
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 981 Profit 2: 19, Volume 2: 78, Total Profit: 1773
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 982 Profit 2: 18, Volume 2: 79, Total Profit: 1713
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 983 Profit 2: 17, Volume 2: 80, Total Profit: 1651
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 984 Profit 2: 16, Volume 2: 81, Total Profit: 1587
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 985 Profit 2: 15, Volume 2: 82, Total Profit: 1521
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 986 Profit 2: 14, Volume 2: 83, Total Profit: 1453
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 987 Profit 2: 13, Volume 2: 84, Total Profit: 1383
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 988 Profit 2: 12, Volume 2: 85, Total Profit: 1311
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 989 Profit 2: 11, Volume 2: 86, Total Profit: 1237
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 990 Profit 2: 10, Volume 2: 87, Total Profit: 1161
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 991 Profit 2: 9, Volume 2: 88, Total Profit: 1083
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 992 Profit 2: 8, Volume 2: 89, Total Profit: 1003
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 993 Profit 2: 7, Volume 2: 90, Total Profit: 921
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 994 Profit 2: 6, Volume 2: 91, Total Profit: 837
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 995 Profit 2: 5, Volume 2: 92, Total Profit: 751
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 996 Profit 2: 4, Volume 2: 93, Total Profit: 663
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 997 Profit 2: 3, Volume 2: 94, Total Profit: 573
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 998 Profit 2: 2, Volume 2: 95, Total Profit: 481
Price 1 = 903, Profit 1: 97, Volume 1: 3, Price 2: 999 Profit 2: 1, Volume 2: 96, Total Profit: 387
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 905 Profit 2: 95, Volume 2: 1, Total Profit: 479
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 906 Profit 2: 94, Volume 2: 2, Total Profit: 572
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 907 Profit 2: 93, Volume 2: 3, Total Profit: 663
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 908 Profit 2: 92, Volume 2: 4, Total Profit: 752
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 909 Profit 2: 91, Volume 2: 5, Total Profit: 839
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 910 Profit 2: 90, Volume 2: 6, Total Profit: 924
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 911 Profit 2: 89, Volume 2: 7, Total Profit: 1007
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 912 Profit 2: 88, Volume 2: 8, Total Profit: 1088
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 913 Profit 2: 87, Volume 2: 9, Total Profit: 1167
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 914 Profit 2: 86, Volume 2: 10, Total Profit: 1244
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 915 Profit 2: 85, Volume 2: 11, Total Profit: 1319
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 916 Profit 2: 84, Volume 2: 12, Total Profit: 1392
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 917 Profit 2: 83, Volume 2: 13, Total Profit: 1463
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 918 Profit 2: 82, Volume 2: 14, Total Profit: 1532
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 919 Profit 2: 81, Volume 2: 15, Total Profit: 1599
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 920 Profit 2: 80, Volume 2: 16, Total Profit: 1664
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 921 Profit 2: 79, Volume 2: 17, Total Profit: 1727
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 922 Profit 2: 78, Volume 2: 18, Total Profit: 1788
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 923 Profit 2: 77, Volume 2: 19, Total Profit: 1847
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 924 Profit 2: 76, Volume 2: 20, Total Profit: 1904
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 925 Profit 2: 75, Volume 2: 21, Total Profit: 1959
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 926 Profit 2: 74, Volume 2: 22, Total Profit: 2012
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 927 Profit 2: 73, Volume 2: 23, Total Profit: 2063
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 928 Profit 2: 72, Volume 2: 24, Total Profit: 2112
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 929 Profit 2: 71, Volume 2: 25, Total Profit: 2159
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 930 Profit 2: 70, Volume 2: 26, Total Profit: 2204
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 931 Profit 2: 69, Volume 2: 27, Total Profit: 2247
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 932 Profit 2: 68, Volume 2: 28, Total Profit: 2288
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 933 Profit 2: 67, Volume 2: 29, Total Profit: 2327
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 934 Profit 2: 66, Volume 2: 30, Total Profit: 2364
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 935 Profit 2: 65, Volume 2: 31, Total Profit: 2399
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 936 Profit 2: 64, Volume 2: 32, Total Profit: 2432
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 937 Profit 2: 63, Volume 2: 33, Total Profit: 2463
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 938 Profit 2: 62, Volume 2: 34, Total Profit: 2492
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 939 Profit 2: 61, Volume 2: 35, Total Profit: 2519
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 940 Profit 2: 60, Volume 2: 36, Total Profit: 2544
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 941 Profit 2: 59, Volume 2: 37, Total Profit: 2567
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 942 Profit 2: 58, Volume 2: 38, Total Profit: 2588
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 943 Profit 2: 57, Volume 2: 39, Total Profit: 2607
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 944 Profit 2: 56, Volume 2: 40, Total Profit: 2624
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 945 Profit 2: 55, Volume 2: 41, Total Profit: 2639
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 946 Profit 2: 54, Volume 2: 42, Total Profit: 2652
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 947 Profit 2: 53, Volume 2: 43, Total Profit: 2663
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 948 Profit 2: 52, Volume 2: 44, Total Profit: 2672
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 949 Profit 2: 51, Volume 2: 45, Total Profit: 2679
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 950 Profit 2: 50, Volume 2: 46, Total Profit: 2684
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 951 Profit 2: 49, Volume 2: 47, Total Profit: 2687
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 952 Profit 2: 48, Volume 2: 48, Total Profit: 2688
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 953 Profit 2: 47, Volume 2: 49, Total Profit: 2687
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 954 Profit 2: 46, Volume 2: 50, Total Profit: 2684
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 955 Profit 2: 45, Volume 2: 51, Total Profit: 2679
Price 1 = 904, Profit 1: 96, Volume 1: 4, Price 2: 956 Profit 2: 44, Volume 2: 52, Total Profit: 2672
